INT	INT	STRING	INT	STRING	INT	STRING	INT
505	6	雪人冷却	200801	龙卷风	200201	冰霜球	10
506	6	雪人冷却	200801	龙卷风	200301	雷电球	10
507	6	雪人冷却	200801	龙卷风	200401	大雪球	10
508	6	雪人冷却	200801	龙卷风	200501	墨水球	10
509	6	雪人冷却	200801	龙卷风	200601	恶魔球	10
510	6	雪人冷却	200801	龙卷风	200701	暴风雪	10
511	6	雪人冷却	200801	龙卷风	200901	陨石球	10
512	6	雪人冷却	200801	龙卷风	201001	烈性炸药	10
513	6	雪人冷却	200801	龙卷风	201101	隐身斗篷	10
514	6	雪人冷却	200901	陨石球	200201	冰霜球	2
515	6	雪人冷却	200901	陨石球	200301	雷电球	1
516	6	雪人冷却	200901	陨石球	200401	大雪球	10
517	6	雪人冷却	200901	陨石球	200501	墨水球	10
518	6	雪人冷却	200901	陨石球	200601	恶魔球	10
519	6	雪人冷却	200901	陨石球	200701	暴风雪	10
520	6	雪人冷却	200901	陨石球	200801	龙卷风	10
521	6	雪人冷却	200901	陨石球	201001	烈性炸药	10
522	6	雪人冷却	200901	陨石球	201101	隐身斗篷	10
523	6	雪人冷却	201001	烈性炸药	200201	冰霜球	10
524	6	雪人冷却	201001	烈性炸药	200301	雷电球	10
525	6	雪人冷却	201001	烈性炸药	200401	大雪球	10
526	6	雪人冷却	201001	烈性炸药	200501	墨水球	10
527	6	雪人冷却	201001	烈性炸药	200601	恶魔球	10
528	6	雪人冷却	201001	烈性炸药	200701	暴风雪	10
529	6	雪人冷却	201001	烈性炸药	200801	龙卷风	10
530	6	雪人冷却	201001	烈性炸药	200901	陨石球	10
531	6	雪人冷却	201001	烈性炸药	201101	隐身斗篷	10
532	6	雪人冷却	201101	隐身斗篷	200201	冰霜球	10
533	6	雪人冷却	201101	隐身斗篷	200301	雷电球	10
534	6	雪人冷却	201101	隐身斗篷	200401	大雪球	10
535	6	雪人冷却	201101	隐身斗篷	200501	墨水球	10
536	6	雪人冷却	201101	隐身斗篷	200601	恶魔球	10
537	6	雪人冷却	201101	隐身斗篷	200701	暴风雪	10
538	6	雪人冷却	201101	隐身斗篷	200801	龙卷风	10
539	6	雪人冷却	201101	隐身斗篷	200901	陨石球	10
540	6	雪人冷却	201101	隐身斗篷	201001	烈性炸药	10
541	7	技能伤害	200201	冰霜球	200301	雷电球	10
542	7	技能伤害	200201	冰霜球	200401	大雪球	10
543	7	技能伤害	200201	冰霜球	200501	墨水球	10
544	7	技能伤害	200201	冰霜球	200601	恶魔球	10
545	7	技能伤害	200201	冰霜球	200701	暴风雪	10
546	7	技能伤害	200201	冰霜球	200801	龙卷风	10
547	7	技能伤害	200201	冰霜球	200901	陨石球	2
548	7	技能伤害	200201	冰霜球	201001	烈性炸药	10
549	7	技能伤害	200201	冰霜球	201101	隐身斗篷	10
550	7	技能伤害	200301	雷电球	200201	冰霜球	10
551	7	技能伤害	200301	雷电球	200401	大雪球	10
552	7	技能伤害	200301	雷电球	200501	墨水球	10
553	7	技能伤害	200301	雷电球	200601	恶魔球	10
554	7	技能伤害	200301	雷电球	200701	暴风雪	10
555	7	技能伤害	200301	雷电球	200801	龙卷风	10
556	7	技能伤害	200301	雷电球	200901	陨石球	1
557	7	技能伤害	200301	雷电球	201001	烈性炸药	10
558	7	技能伤害	200301	雷电球	201101	隐身斗篷	10
559	7	技能伤害	200401	大雪球	200201	冰霜球	10
560	7	技能伤害	200401	大雪球	200301	雷电球	10
561	7	技能伤害	200401	大雪球	200501	墨水球	10
562	7	技能伤害	200401	大雪球	200601	恶魔球	10
563	7	技能伤害	200401	大雪球	200701	暴风雪	10
564	7	技能伤害	200401	大雪球	200801	龙卷风	10
565	7	技能伤害	200401	大雪球	200901	陨石球	10
566	7	技能伤害	200401	大雪球	201001	烈性炸药	10
567	7	技能伤害	200401	大雪球	201101	隐身斗篷	10
568	7	技能伤害	200501	墨水球	200201	冰霜球	10
569	7	技能伤害	200501	墨水球	200301	雷电球	10
570	7	技能伤害	200501	墨水球	200401	大雪球	10
571	7	技能伤害	200501	墨水球	200601	恶魔球	10
572	7	技能伤害	200501	墨水球	200701	暴风雪	10
573	7	技能伤害	200501	墨水球	200801	龙卷风	10
574	7	技能伤害	200501	墨水球	200901	陨石球	10
575	7	技能伤害	200501	墨水球	201001	烈性炸药	10
576	7	技能伤害	200501	墨水球	201101	隐身斗篷	10
577	7	技能伤害	200601	恶魔球	200201	冰霜球	10
578	7	技能伤害	200601	恶魔球	200301	雷电球	10
579	7	技能伤害	200601	恶魔球	200401	大雪球	10
580	7	技能伤害	200601	恶魔球	200501	墨水球	10
581	7	技能伤害	200601	恶魔球	200701	暴风雪	10
582	7	技能伤害	200601	恶魔球	200801	龙卷风	10
583	7	技能伤害	200601	恶魔球	200901	陨石球	10
584	7	技能伤害	200601	恶魔球	201001	烈性炸药	10
585	7	技能伤害	200601	恶魔球	201101	隐身斗篷	10
586	7	技能伤害	200701	暴风雪	200201	冰霜球	10
587	7	技能伤害	200701	暴风雪	200301	雷电球	10
588	7	技能伤害	200701	暴风雪	200401	大雪球	10
589	7	技能伤害	200701	暴风雪	200501	墨水球	10
590	7	技能伤害	200701	暴风雪	200601	恶魔球	10
591	7	技能伤害	200701	暴风雪	200801	龙卷风	10
592	7	技能伤害	200701	暴风雪	200901	陨石球	10
593	7	技能伤害	200701	暴风雪	201001	烈性炸药	10
594	7	技能伤害	200701	暴风雪	201101	隐身斗篷	10
595	7	技能伤害	200801	龙卷风	200201	冰霜球	10
596	7	技能伤害	200801	龙卷风	200301	雷电球	10
597	7	技能伤害	200801	龙卷风	200401	大雪球	10
598	7	技能伤害	200801	龙卷风	200501	墨水球	10
599	7	技能伤害	200801	龙卷风	200601	恶魔球	10
600	7	技能伤害	200801	龙卷风	200701	暴风雪	10
601	7	技能伤害	200801	龙卷风	200901	陨石球	10
602	7	技能伤害	200801	龙卷风	201001	烈性炸药	10
603	7	技能伤害	200801	龙卷风	201101	隐身斗篷	10
604	7	技能伤害	200901	陨石球	200201	冰霜球	2
605	7	技能伤害	200901	陨石球	200301	雷电球	1
606	7	技能伤害	200901	陨石球	200401	大雪球	10
607	7	技能伤害	200901	陨石球	200501	墨水球	10
608	7	技能伤害	200901	陨石球	200601	恶魔球	10
609	7	技能伤害	200901	陨石球	200701	暴风雪	10
610	7	技能伤害	200901	陨石球	200801	龙卷风	10
611	7	技能伤害	200901	陨石球	201001	烈性炸药	10
612	7	技能伤害	200901	陨石球	201101	隐身斗篷	10
613	7	技能伤害	201001	烈性炸药	200201	冰霜球	10
614	7	技能伤害	201001	烈性炸药	200301	雷电球	10
615	7	技能伤害	201001	烈性炸药	200401	大雪球	10
616	7	技能伤害	201001	烈性炸药	200501	墨水球	10
617	7	技能伤害	201001	烈性炸药	200601	恶魔球	10
618	7	技能伤害	201001	烈性炸药	200701	暴风雪	10
619	7	技能伤害	201001	烈性炸药	200801	龙卷风	10
620	7	技能伤害	201001	烈性炸药	200901	陨石球	10
621	7	技能伤害	201001	烈性炸药	201101	隐身斗篷	10
622	7	技能伤害	201101	隐身斗篷	200201	冰霜球	10
623	7	技能伤害	201101	隐身斗篷	200301	雷电球	10
624	7	技能伤害	201101	隐身斗篷	200401	大雪球	10
625	7	技能伤害	201101	隐身斗篷	200501	墨水球	10
626	7	技能伤害	201101	隐身斗篷	200601	恶魔球	10
627	7	技能伤害	201101	隐身斗篷	200701	暴风雪	10
628	7	技能伤害	201101	隐身斗篷	200801	龙卷风	10
629	7	技能伤害	201101	隐身斗篷	200901	陨石球	10
630	7	技能伤害	201101	隐身斗篷	201001	烈性炸药	10
631	8	暴击	200201	冰霜球	200301	雷电球	10
632	8	暴击	200201	冰霜球	200401	大雪球	10
633	8	暴击	200201	冰霜球	200501	墨水球	10
634	8	暴击	200201	冰霜球	200601	恶魔球	10
635	8	暴击	200201	冰霜球	200701	暴风雪	10
636	8	暴击	200201	冰霜球	200801	龙卷风	10
637	8	暴击	200201	冰霜球	200901	陨石球	2
638	8	暴击	200201	冰霜球	201001	烈性炸药	10
639	8	暴击	200201	冰霜球	201101	隐身斗篷	10
640	8	暴击	200301	雷电球	200201	冰霜球	10
641	8	暴击	200301	雷电球	200401	大雪球	10
642	8	暴击	200301	雷电球	200501	墨水球	10
643	8	暴击	200301	雷电球	200601	恶魔球	10
644	8	暴击	200301	雷电球	200701	暴风雪	10
645	8	暴击	200301	雷电球	200801	龙卷风	10
646	8	暴击	200301	雷电球	200901	陨石球	1
647	8	暴击	200301	雷电球	201001	烈性炸药	10
648	8	暴击	200301	雷电球	201101	隐身斗篷	10
649	8	暴击	200401	大雪球	200201	冰霜球	10
650	8	暴击	200401	大雪球	200301	雷电球	10
651	8	暴击	200401	大雪球	200501	墨水球	10
652	8	暴击	200401	大雪球	200601	恶魔球	10
653	8	暴击	200401	大雪球	200701	暴风雪	10
654	8	暴击	200401	大雪球	200801	龙卷风	10
655	8	暴击	200401	大雪球	200901	陨石球	10
656	8	暴击	200401	大雪球	201001	烈性炸药	10
657	8	暴击	200401	大雪球	201101	隐身斗篷	10
658	8	暴击	200501	墨水球	200201	冰霜球	10
659	8	暴击	200501	墨水球	200301	雷电球	10
660	8	暴击	200501	墨水球	200401	大雪球	10
661	8	暴击	200501	墨水球	200601	恶魔球	10
662	8	暴击	200501	墨水球	200701	暴风雪	10
663	8	暴击	200501	墨水球	200801	龙卷风	10
664	8	暴击	200501	墨水球	200901	陨石球	10
665	8	暴击	200501	墨水球	201001	烈性炸药	10
666	8	暴击	200501	墨水球	201101	隐身斗篷	10
667	8	暴击	200601	恶魔球	200201	冰霜球	10
668	8	暴击	200601	恶魔球	200301	雷电球	10
669	8	暴击	200601	恶魔球	200401	大雪球	10
670	8	暴击	200601	恶魔球	200501	墨水球	10
671	8	暴击	200601	恶魔球	200701	暴风雪	10
672	8	暴击	200601	恶魔球	200801	龙卷风	10
673	8	暴击	200601	恶魔球	200901	陨石球	10
674	8	暴击	200601	恶魔球	201001	烈性炸药	10
675	8	暴击	200601	恶魔球	201101	隐身斗篷	10
676	8	暴击	200701	暴风雪	200201	冰霜球	10
677	8	暴击	200701	暴风雪	200301	雷电球	10
678	8	暴击	200701	暴风雪	200401	大雪球	10
679	8	暴击	200701	暴风雪	200501	墨水球	10
680	8	暴击	200701	暴风雪	200601	恶魔球	10
681	8	暴击	200701	暴风雪	200801	龙卷风	10
682	8	暴击	200701	暴风雪	200901	陨石球	10
683	8	暴击	200701	暴风雪	201001	烈性炸药	10
684	8	暴击	200701	暴风雪	201101	隐身斗篷	10
685	8	暴击	200801	龙卷风	200201	冰霜球	10
686	8	暴击	200801	龙卷风	200301	雷电球	10
687	8	暴击	200801	龙卷风	200401	大雪球	10
688	8	暴击	200801	龙卷风	200501	墨水球	10
689	8	暴击	200801	龙卷风	200601	恶魔球	10
690	8	暴击	200801	龙卷风	200701	暴风雪	10
691	8	暴击	200801	龙卷风	200901	陨石球	10
692	8	暴击	200801	龙卷风	201001	烈性炸药	10
693	8	暴击	200801	龙卷风	201101	隐身斗篷	10
694	8	暴击	200901	陨石球	200201	冰霜球	2
695	8	暴击	200901	陨石球	200301	雷电球	1
696	8	暴击	200901	陨石球	200401	大雪球	10
697	8	暴击	200901	陨石球	200501	墨水球	10
698	8	暴击	200901	陨石球	200601	恶魔球	10
699	8	暴击	200901	陨石球	200701	暴风雪	10
700	8	暴击	200901	陨石球	200801	龙卷风	10
701	8	暴击	200901	陨石球	201001	烈性炸药	10
702	8	暴击	200901	陨石球	201101	隐身斗篷	10
703	8	暴击	201001	烈性炸药	200201	冰霜球	10
704	8	暴击	201001	烈性炸药	200301	雷电球	10
705	8	暴击	201001	烈性炸药	200401	大雪球	10
706	8	暴击	201001	烈性炸药	200501	墨水球	10
707	8	暴击	201001	烈性炸药	200601	恶魔球	10
708	8	暴击	201001	烈性炸药	200701	暴风雪	10
709	8	暴击	201001	烈性炸药	200801	龙卷风	10
710	8	暴击	201001	烈性炸药	200901	陨石球	10
711	8	暴击	201001	烈性炸药	201101	隐身斗篷	10
712	8	暴击	201101	隐身斗篷	200201	冰霜球	10
713	8	暴击	201101	隐身斗篷	200301	雷电球	10
714	8	暴击	201101	隐身斗篷	200401	大雪球	10
715	8	暴击	201101	隐身斗篷	200501	墨水球	10
716	8	暴击	201101	隐身斗篷	200601	恶魔球	10
717	8	暴击	201101	隐身斗篷	200701	暴风雪	10
718	8	暴击	201101	隐身斗篷	200801	龙卷风	10
719	8	暴击	201101	隐身斗篷	200901	陨石球	10
720	8	暴击	201101	隐身斗篷	201001	烈性炸药	10
721	9	吸血	200201	冰霜球	200301	雷电球	10
722	9	吸血	200201	冰霜球	200401	大雪球	10
723	9	吸血	200201	冰霜球	200501	墨水球	10
724	9	吸血	200201	冰霜球	200601	恶魔球	10
725	9	吸血	200201	冰霜球	200701	暴风雪	10
726	9	吸血	200201	冰霜球	200801	龙卷风	10
727	9	吸血	200201	冰霜球	200901	陨石球	2
728	9	吸血	200201	冰霜球	201001	烈性炸药	10
729	9	吸血	200201	冰霜球	201101	隐身斗篷	10
730	9	吸血	200301	雷电球	200201	冰霜球	10
731	9	吸血	200301	雷电球	200401	大雪球	10
732	9	吸血	200301	雷电球	200501	墨水球	10
733	9	吸血	200301	雷电球	200601	恶魔球	10
734	9	吸血	200301	雷电球	200701	暴风雪	10
735	9	吸血	200301	雷电球	200801	龙卷风	10
736	9	吸血	200301	雷电球	200901	陨石球	1
737	9	吸血	200301	雷电球	201001	烈性炸药	10
738	9	吸血	200301	雷电球	201101	隐身斗篷	10
739	9	吸血	200401	大雪球	200201	冰霜球	10
740	9	吸血	200401	大雪球	200301	雷电球	10
741	9	吸血	200401	大雪球	200501	墨水球	10
742	9	吸血	200401	大雪球	200601	恶魔球	10
743	9	吸血	200401	大雪球	200701	暴风雪	10
744	9	吸血	200401	大雪球	200801	龙卷风	10
745	9	吸血	200401	大雪球	200901	陨石球	10
746	9	吸血	200401	大雪球	201001	烈性炸药	10
747	9	吸血	200401	大雪球	201101	隐身斗篷	10
748	9	吸血	200501	墨水球	200201	冰霜球	10
749	9	吸血	200501	墨水球	200301	雷电球	10
750	9	吸血	200501	墨水球	200401	大雪球	10
751	9	吸血	200501	墨水球	200601	恶魔球	10
752	9	吸血	200501	墨水球	200701	暴风雪	10
753	9	吸血	200501	墨水球	200801	龙卷风	10
754	9	吸血	200501	墨水球	200901	陨石球	10
755	9	吸血	200501	墨水球	201001	烈性炸药	10
756	9	吸血	200501	墨水球	201101	隐身斗篷	10
757	9	吸血	200601	恶魔球	200201	冰霜球	10
758	9	吸血	200601	恶魔球	200301	雷电球	10
759	9	吸血	200601	恶魔球	200401	大雪球	10
760	9	吸血	200601	恶魔球	200501	墨水球	10
761	9	吸血	200601	恶魔球	200701	暴风雪	10
762	9	吸血	200601	恶魔球	200801	龙卷风	10
763	9	吸血	200601	恶魔球	200901	陨石球	10
764	9	吸血	200601	恶魔球	201001	烈性炸药	10
765	9	吸血	200601	恶魔球	201101	隐身斗篷	10
766	9	吸血	200701	暴风雪	200201	冰霜球	10
767	9	吸血	200701	暴风雪	200301	雷电球	10
768	9	吸血	200701	暴风雪	200401	大雪球	10
769	9	吸血	200701	暴风雪	200501	墨水球	10
770	9	吸血	200701	暴风雪	200601	恶魔球	10
771	9	吸血	200701	暴风雪	200801	龙卷风	10
772	9	吸血	200701	暴风雪	200901	陨石球	10
773	9	吸血	200701	暴风雪	201001	烈性炸药	10
774	9	吸血	200701	暴风雪	201101	隐身斗篷	10
775	9	吸血	200801	龙卷风	200201	冰霜球	10
776	9	吸血	200801	龙卷风	200301	雷电球	10
777	9	吸血	200801	龙卷风	200401	大雪球	10
778	9	吸血	200801	龙卷风	200501	墨水球	10
779	9	吸血	200801	龙卷风	200601	恶魔球	10
780	9	吸血	200801	龙卷风	200701	暴风雪	10
781	9	吸血	200801	龙卷风	200901	陨石球	10
782	9	吸血	200801	龙卷风	201001	烈性炸药	10
783	9	吸血	200801	龙卷风	201101	隐身斗篷	10
784	9	吸血	200901	陨石球	200201	冰霜球	2
785	9	吸血	200901	陨石球	200301	雷电球	1
786	9	吸血	200901	陨石球	200401	大雪球	10
787	9	吸血	200901	陨石球	200501	墨水球	10
788	9	吸血	200901	陨石球	200601	恶魔球	10
789	9	吸血	200901	陨石球	200701	暴风雪	10
790	9	吸血	200901	陨石球	200801	龙卷风	10
791	9	吸血	200901	陨石球	201001	烈性炸药	10
792	9	吸血	200901	陨石球	201101	隐身斗篷	10
793	9	吸血	201001	烈性炸药	200201	冰霜球	10
794	9	吸血	201001	烈性炸药	200301	雷电球	10
795	9	吸血	201001	烈性炸药	200401	大雪球	10
796	9	吸血	201001	烈性炸药	200501	墨水球	10
797	9	吸血	201001	烈性炸药	200601	恶魔球	10
798	9	吸血	201001	烈性炸药	200701	暴风雪	10
799	9	吸血	201001	烈性炸药	200801	龙卷风	10
800	9	吸血	201001	烈性炸药	200901	陨石球	10
801	9	吸血	201001	烈性炸药	201101	隐身斗篷	10
802	9	吸血	201101	隐身斗篷	200201	冰霜球	10
803	9	吸血	201101	隐身斗篷	200301	雷电球	10
804	9	吸血	201101	隐身斗篷	200401	大雪球	10
805	9	吸血	201101	隐身斗篷	200501	墨水球	10
806	9	吸血	201101	隐身斗篷	200601	恶魔球	10
807	9	吸血	201101	隐身斗篷	200701	暴风雪	10
808	9	吸血	201101	隐身斗篷	200801	龙卷风	10
809	9	吸血	201101	隐身斗篷	200901	陨石球	10
810	9	吸血	201101	隐身斗篷	201001	烈性炸药	10
811	10	回复	200201	冰霜球	200301	雷电球	10
812	10	回复	200201	冰霜球	200401	大雪球	10
813	10	回复	200201	冰霜球	200501	墨水球	10
814	10	回复	200201	冰霜球	200601	恶魔球	10
815	10	回复	200201	冰霜球	200701	暴风雪	10
816	10	回复	200201	冰霜球	200801	龙卷风	10
817	10	回复	200201	冰霜球	200901	陨石球	2
818	10	回复	200201	冰霜球	201001	烈性炸药	10
819	10	回复	200201	冰霜球	201101	隐身斗篷	10
820	10	回复	200301	雷电球	200201	冰霜球	10
821	10	回复	200301	雷电球	200401	大雪球	10
822	10	回复	200301	雷电球	200501	墨水球	10
823	10	回复	200301	雷电球	200601	恶魔球	10
824	10	回复	200301	雷电球	200701	暴风雪	10
825	10	回复	200301	雷电球	200801	龙卷风	10
826	10	回复	200301	雷电球	200901	陨石球	1
827	10	回复	200301	雷电球	201001	烈性炸药	10
828	10	回复	200301	雷电球	201101	隐身斗篷	10
829	10	回复	200401	大雪球	200201	冰霜球	10
830	10	回复	200401	大雪球	200301	雷电球	10
831	10	回复	200401	大雪球	200501	墨水球	10
832	10	回复	200401	大雪球	200601	恶魔球	10
833	10	回复	200401	大雪球	200701	暴风雪	10
834	10	回复	200401	大雪球	200801	龙卷风	10
835	10	回复	200401	大雪球	200901	陨石球	10
836	10	回复	200401	大雪球	201001	烈性炸药	10
837	10	回复	200401	大雪球	201101	隐身斗篷	10
838	10	回复	200501	墨水球	200201	冰霜球	10
839	10	回复	200501	墨水球	200301	雷电球	10
840	10	回复	200501	墨水球	200401	大雪球	10
841	10	回复	200501	墨水球	200601	恶魔球	10
842	10	回复	200501	墨水球	200701	暴风雪	10
843	10	回复	200501	墨水球	200801	龙卷风	10
844	10	回复	200501	墨水球	200901	陨石球	10
845	10	回复	200501	墨水球	201001	烈性炸药	10
846	10	回复	200501	墨水球	201101	隐身斗篷	10
847	10	回复	200601	恶魔球	200201	冰霜球	10
848	10	回复	200601	恶魔球	200301	雷电球	10
849	10	回复	200601	恶魔球	200401	大雪球	10
850	10	回复	200601	恶魔球	200501	墨水球	10
851	10	回复	200601	恶魔球	200701	暴风雪	10
852	10	回复	200601	恶魔球	200801	龙卷风	10
853	10	回复	200601	恶魔球	200901	陨石球	10
854	10	回复	200601	恶魔球	201001	烈性炸药	10
855	10	回复	200601	恶魔球	201101	隐身斗篷	10
856	10	回复	200701	暴风雪	200201	冰霜球	10
857	10	回复	200701	暴风雪	200301	雷电球	10
858	10	回复	200701	暴风雪	200401	大雪球	10
859	10	回复	200701	暴风雪	200501	墨水球	10
860	10	回复	200701	暴风雪	200601	恶魔球	10
861	10	回复	200701	暴风雪	200801	龙卷风	10
862	10	回复	200701	暴风雪	200901	陨石球	10
863	10	回复	200701	暴风雪	201001	烈性炸药	10
864	10	回复	200701	暴风雪	201101	隐身斗篷	10
865	10	回复	200801	龙卷风	200201	冰霜球	10
866	10	回复	200801	龙卷风	200301	雷电球	10
867	10	回复	200801	龙卷风	200401	大雪球	10
868	10	回复	200801	龙卷风	200501	墨水球	10
869	10	回复	200801	龙卷风	200601	恶魔球	10
870	10	回复	200801	龙卷风	200701	暴风雪	10
871	10	回复	200801	龙卷风	200901	陨石球	10
872	10	回复	200801	龙卷风	201001	烈性炸药	10
873	10	回复	200801	龙卷风	201101	隐身斗篷	10
874	10	回复	200901	陨石球	200201	冰霜球	2
875	10	回复	200901	陨石球	200301	雷电球	1
876	10	回复	200901	陨石球	200401	大雪球	10
877	10	回复	200901	陨石球	200501	墨水球	10
878	10	回复	200901	陨石球	200601	恶魔球	10
879	10	回复	200901	陨石球	200701	暴风雪	10
880	10	回复	200901	陨石球	200801	龙卷风	10
881	10	回复	200901	陨石球	201001	烈性炸药	10
882	10	回复	200901	陨石球	201101	隐身斗篷	10
883	10	回复	201001	烈性炸药	200201	冰霜球	10
884	10	回复	201001	烈性炸药	200301	雷电球	10
885	10	回复	201001	烈性炸药	200401	大雪球	10
886	10	回复	201001	烈性炸药	200501	墨水球	10
887	10	回复	201001	烈性炸药	200601	恶魔球	10
888	10	回复	201001	烈性炸药	200701	暴风雪	10
889	10	回复	201001	烈性炸药	200801	龙卷风	10
890	10	回复	201001	烈性炸药	200901	陨石球	10
891	10	回复	201001	烈性炸药	201101	隐身斗篷	10
892	10	回复	201101	隐身斗篷	200201	冰霜球	10
893	10	回复	201101	隐身斗篷	200301	雷电球	10
894	10	回复	201101	隐身斗篷	200401	大雪球	10
895	10	回复	201101	隐身斗篷	200501	墨水球	10
896	10	回复	201101	隐身斗篷	200601	恶魔球	10
897	10	回复	201101	隐身斗篷	200701	暴风雪	10
898	10	回复	201101	隐身斗篷	200801	龙卷风	10
899	10	回复	201101	隐身斗篷	200901	陨石球	10
900	10	回复	201101	隐身斗篷	201001	烈性炸药	10
901	11	散射	200201	冰霜球	200301	雷电球	10
902	11	散射	200201	冰霜球	200401	大雪球	10
903	11	散射	200201	冰霜球	200501	墨水球	10
904	11	散射	200201	冰霜球	200601	恶魔球	10
905	11	散射	200201	冰霜球	200701	暴风雪	10
906	11	散射	200201	冰霜球	200801	龙卷风	10
907	11	散射	200201	冰霜球	200901	陨石球	2
908	11	散射	200201	冰霜球	201001	烈性炸药	10
909	11	散射	200201	冰霜球	201101	隐身斗篷	10
910	11	散射	200301	雷电球	200201	冰霜球	10
911	11	散射	200301	雷电球	200401	大雪球	10
912	11	散射	200301	雷电球	200501	墨水球	10
913	11	散射	200301	雷电球	200601	恶魔球	10
914	11	散射	200301	雷电球	200701	暴风雪	10
915	11	散射	200301	雷电球	200801	龙卷风	10
916	11	散射	200301	雷电球	200901	陨石球	1
917	11	散射	200301	雷电球	201001	烈性炸药	10
918	11	散射	200301	雷电球	201101	隐身斗篷	10
919	11	散射	200401	大雪球	200201	冰霜球	10
920	11	散射	200401	大雪球	200301	雷电球	10
921	11	散射	200401	大雪球	200501	墨水球	10
922	11	散射	200401	大雪球	200601	恶魔球	10
923	11	散射	200401	大雪球	200701	暴风雪	10
924	11	散射	200401	大雪球	200801	龙卷风	10
925	11	散射	200401	大雪球	200901	陨石球	10
926	11	散射	200401	大雪球	201001	烈性炸药	10
927	11	散射	200401	大雪球	201101	隐身斗篷	10
928	11	散射	200501	墨水球	200201	冰霜球	10
929	11	散射	200501	墨水球	200301	雷电球	10
930	11	散射	200501	墨水球	200401	大雪球	10
931	11	散射	200501	墨水球	200601	恶魔球	10
932	11	散射	200501	墨水球	200701	暴风雪	10
933	11	散射	200501	墨水球	200801	龙卷风	10
934	11	散射	200501	墨水球	200901	陨石球	10
935	11	散射	200501	墨水球	201001	烈性炸药	10
936	11	散射	200501	墨水球	201101	隐身斗篷	10
937	11	散射	200601	恶魔球	200201	冰霜球	10
938	11	散射	200601	恶魔球	200301	雷电球	10
939	11	散射	200601	恶魔球	200401	大雪球	10
940	11	散射	200601	恶魔球	200501	墨水球	10
941	11	散射	200601	恶魔球	200701	暴风雪	10
942	11	散射	200601	恶魔球	200801	龙卷风	10
943	11	散射	200601	恶魔球	200901	陨石球	10
944	11	散射	200601	恶魔球	201001	烈性炸药	10
945	11	散射	200601	恶魔球	201101	隐身斗篷	10
946	11	散射	200701	暴风雪	200201	冰霜球	10
947	11	散射	200701	暴风雪	200301	雷电球	10
948	11	散射	200701	暴风雪	200401	大雪球	10
949	11	散射	200701	暴风雪	200501	墨水球	10
950	11	散射	200701	暴风雪	200601	恶魔球	10
951	11	散射	200701	暴风雪	200801	龙卷风	10
952	11	散射	200701	暴风雪	200901	陨石球	10
953	11	散射	200701	暴风雪	201001	烈性炸药	10
954	11	散射	200701	暴风雪	201101	隐身斗篷	10
955	11	散射	200801	龙卷风	200201	冰霜球	10
956	11	散射	200801	龙卷风	200301	雷电球	10
957	11	散射	200801	龙卷风	200401	大雪球	10
958	11	散射	200801	龙卷风	200501	墨水球	10
959	11	散射	200801	龙卷风	200601	恶魔球	10
960	11	散射	200801	龙卷风	200701	暴风雪	10
961	11	散射	200801	龙卷风	200901	陨石球	10
962	11	散射	200801	龙卷风	201001	烈性炸药	10
963	11	散射	200801	龙卷风	201101	隐身斗篷	10
964	11	散射	200901	陨石球	200201	冰霜球	2
965	11	散射	200901	陨石球	200301	雷电球	1
966	11	散射	200901	陨石球	200401	大雪球	10
967	11	散射	200901	陨石球	200501	墨水球	10
968	11	散射	200901	陨石球	200601	恶魔球	10
969	11	散射	200901	陨石球	200701	暴风雪	10
970	11	散射	200901	陨石球	200801	龙卷风	10
971	11	散射	200901	陨石球	201001	烈性炸药	10
972	11	散射	200901	陨石球	201101	隐身斗篷	10
973	11	散射	201001	烈性炸药	200201	冰霜球	10
974	11	散射	201001	烈性炸药	200301	雷电球	10
975	11	散射	201001	烈性炸药	200401	大雪球	10
976	11	散射	201001	烈性炸药	200501	墨水球	10
977	11	散射	201001	烈性炸药	200601	恶魔球	10
978	11	散射	201001	烈性炸药	200701	暴风雪	10
979	11	散射	201001	烈性炸药	200801	龙卷风	10
980	11	散射	201001	烈性炸药	200901	陨石球	10
981	11	散射	201001	烈性炸药	201101	隐身斗篷	10
982	11	散射	201101	隐身斗篷	200201	冰霜球	10
983	11	散射	201101	隐身斗篷	200301	雷电球	10
984	11	散射	201101	隐身斗篷	200401	大雪球	10
985	11	散射	201101	隐身斗篷	200501	墨水球	10
986	11	散射	201101	隐身斗篷	200601	恶魔球	10
987	11	散射	201101	隐身斗篷	200701	暴风雪	10
988	11	散射	201101	隐身斗篷	200801	龙卷风	10
989	11	散射	201101	隐身斗篷	200901	陨石球	10
990	11	散射	201101	隐身斗篷	201001	烈性炸药	10
